defensive_team,posteam,receiver,air_yards,pass_location,reception
ATL,PHI,M.Sanders,-1,3,1
ATL,PHI,M.Sanders,-1,3,1
ATL,PHI,Z.Ertz,9,3,0
ATL,PHI,Z.Ertz,11,1,1
ATL,PHI,Z.Ertz,4,1,0
ATL,PHI,N.Agholor,13,3,0
PHI,ATL,D.Freeman,-2,2,1
PHI,ATL,J.Jones,4,3,1
ATL,PHI,M.Hollins,8,3,1
ATL,PHI,NA,-8,3,0
ATL,PHI,N.Agholor,4,1,1
ATL,PHI,M.Sanders,13,1,0
PHI,ATL,NA,30,3,0
ATL,PHI,Z.Ertz,10,3,1
ATL,PHI,Z.Ertz,-5,3,0
ATL,PHI,M.Hollins,5,2,1
ATL,PHI,N.Agholor,4,2,1
PHI,ATL,L.Stocker,0,3,1
PHI,ATL,C.Ridley,8,1,1
PHI,ATL,A.Hooper,-3,2,1
PHI,ATL,M.Sanu,-2,3,1
PHI,ATL,C.Ridley,40,1,0
PHI,ATL,NA,8,3,0
ATL,PHI,Z.Ertz,6,3,1
PHI,ATL,M.Sanu,-4,1,1
ATL,PHI,J.Howard,2,3,1
ATL,PHI,N.Agholor,0,1,1
ATL,PHI,N.Agholor,14,3,1
ATL,PHI,M.Hollins,-2,3,1
ATL,PHI,M.Hollins,5,1,1
ATL,PHI,M.Sanders,-6,3,1
ATL,PHI,M.Hollins,16,2,1
ATL,PHI,Z.Ertz,5,3,1
PHI,ATL,D.Freeman,8,1,1
PHI,ATL,M.Sanu,13,1,0
PHI,ATL,J.Jones,6,1,0
PHI,ATL,M.Sanu,6,2,1
PHI,ATL,D.Freeman,-2,3,0
PHI,ATL,J.Jones,-1,1,1
ATL,PHI,N.Agholor,8,1,1
ATL,PHI,N.Agholor,25,1,0
ATL,PHI,D.Sproles,0,1,1
ATL,PHI,D.Sproles,2,2,0
ATL,PHI,Z.Ertz,13,2,0
ATL,PHI,N.Agholor,41,1,1
ATL,PHI,M.Hollins,18,3,0
ATL,PHI,D.Sproles,2,1,1
ATL,PHI,Z.Ertz,11,1,0
ATL,PHI,Z.Ertz,7,1,1
NYJ,CLE,J.Landry,4,3,1
NYJ,CLE,J.Landry,2,1,0
NYJ,CLE,D.Johnson,22,1,1
NYJ,CLE,O.Beckham,33,3,1
NYJ,CLE,J.Landry,1,1,0
NYJ,CLE,NA,5,3,0
CLE,NYJ,NA,12,3,0
NYJ,CLE,D.Njoku,3,3,0
NYJ,CLE,D.Harris,4,1,1
NYJ,CLE,O.Beckham,20,1,0
CLE,NYJ,J.Crowder,21,3,0
CLE,NYJ,D.Thomas,16,1,0
NYJ,CLE,N.Chubb,-1,3,1
NYJ,CLE,P.Brown,14,1,0
NYJ,CLE,O.Beckham,0,1,1
CLE,NYJ,D.Thomas,-3,1,1
CLE,NYJ,L.Bell,-1,1,1
CLE,NYJ,L.Bell,-4,1,1
NYJ,CLE,O.Beckham,19,1,1
NYJ,CLE,N.Chubb,6,1,1
NYJ,CLE,D.Johnson,0,2,1
CLE,NYJ,L.Bell,-1,3,1
NYJ,CLE,D.Ratley,0,1,0
NYJ,CLE,D.Ratley,17,3,1
NYJ,CLE,D.Johnson,6,3,0
NYJ,CLE,O.Beckham,4,2,0
CLE,NYJ,J.Bellamy,13,2,0
NYJ,CLE,O.Beckham,40,2,0
NYJ,CLE,J.Landry,7,1,0
NYJ,CLE,J.Landry,25,2,1
CLE,NYJ,L.Bell,-1,3,1
NYJ,CLE,NA,10,3,0
CLE,NYJ,T.Montgomery,4,1,1
NYJ,CLE,N.Chubb,4,2,1
NYJ,CLE,J.Landry,25,3,0
CLE,NYJ,Ro.Anderson,36,3,1
CLE,NYJ,L.Bell,0,3,1
CLE,NYJ,Ro.Anderson,9,2,1
CLE,NYJ,T.Montgomery,-3,3,1
CLE,NYJ,Ro.Anderson,12,3,0
CLE,NYJ,L.Bell,-6,1,1
NYJ,CLE,O.Beckham,10,2,1
CLE,NYJ,J.Crowder,2,3,0
NYJ,CLE,T.Taylor,33,1,0
NYJ,CLE,D.Johnson,-3,1,1
CLE,NYJ,L.Bell,-1,3,1
CLE,NYJ,Ro.Anderson,14,2,1
CLE,NYJ,Ro.Anderson,11,3,0
CLE,NYJ,L.Bell,-9,1,1
CLE,NYJ,J.Crowder,1,3,1
NYJ,CLE,O.Beckham,11,1,1
NYJ,CLE,NA,11,2,0
CLE,NYJ,L.Bell,-3,1,1
CLE,NYJ,J.Crowder,2,2,1
CLE,NYJ,J.Crowder,16,1,1
CLE,NYJ,L.Bell,0,3,1
NYJ,CLE,O.Beckham,-1,1,1
NYJ,CLE,N.Chubb,-4,1,1
NYJ,CLE,D.Ratley,10,3,1
NYJ,CLE,J.Landry,-2,1,1
CLE,NYJ,J.Crowder,6,2,1
CLE,NYJ,Ro.Anderson,13,1,1
CLE,NYJ,R.Griffin,8,2,0
CLE,NYJ,J.Bellamy,-1,3,1
CLE,NYJ,T.Montgomery,2,3,1
TEN,JAX,C.Conley,14,3,1
TEN,JAX,NA,1,3,0
TEN,JAX,NA,7,1,1
JAX,TEN,J.Smith,2,1,0
JAX,TEN,A.Humphries,19,1,0
TEN,JAX,D.Westbrook,2,1,1
TEN,JAX,D.Westbrook,26,3,1
TEN,JAX,D.Chark,22,1,1
JAX,TEN,T.Sharpe,21,3,1
JAX,TEN,J.Smith,-4,3,1
JAX,TEN,A.Brown,19,3,0
TEN,JAX,L.Fournette,0,3,1
TEN,JAX,D.Westbrook,-3,3,1
JAX,TEN,A.Humphries,22,3,1
JAX,TEN,NA,9,1,0
TEN,JAX,NA,1,3,1
TEN,JAX,L.Fournette,-3,1,0
JAX,TEN,A.Humphries,0,1,0
JAX,TEN,A.Brown,7,3,0
TEN,JAX,L.Fournette,1,1,1
TEN,JAX,G.Swaim,2,1,1
JAX,TEN,NA,0,3,0
JAX,TEN,A.Brown,6,1,1
JAX,TEN,A.Humphries,2,1,1
JAX,TEN,De.Walker,2,3,1
TEN,JAX,D.Westbrook,7,2,0
TEN,JAX,L.Fournette,-1,1,1
TEN,JAX,D.Westbrook,6,3,0
JAX,TEN,C.Davis,5,3,0
JAX,TEN,A.Brown,18,3,0
JAX,TEN,A.Brown,19,3,0
TEN,JAX,D.Chark,5,2,1
TEN,JAX,L.Fournette,4,2,1
TEN,JAX,L.Fournette,6,1,0
JAX,TEN,J.Smith,16,2,1
JAX,TEN,D.Henry,-5,1,0
JAX,TEN,T.Sharpe,42,3,1
JAX,TEN,De.Walker,11,2,0
JAX,TEN,De.Walker,11,2,0
TEN,JAX,D.Chark,33,3,1
TEN,JAX,C.Conley,6,1,1
TEN,JAX,D.Westbrook,22,1,0
JAX,TEN,De.Walker,10,3,1
JAX,TEN,T.Sharpe,28,1,0
JAX,TEN,A.Humphries,13,3,1
JAX,TEN,D.Henry,2,2,1
TEN,JAX,D.Westbrook,-3,3,1
TEN,JAX,C.Conley,32,1,0
JAX,TEN,De.Walker,21,2,1
JAX,TEN,De.Walker,7,3,1
JAX,TEN,C.Davis,11,1,1
JAX,TEN,C.Davis,11,1,1
TEN,JAX,D.Westbrook,-2,3,1
TEN,JAX,D.Chark,5,3,0
TEN,JAX,G.Swaim,4,3,0
TEN,JAX,D.Chark,12,1,1
TEN,JAX,L.Fournette,-2,3,1
TEN,JAX,L.Fournette,8,2,1
JAX,TEN,D.Lewis,2,2,1
TEN,JAX,D.Westbrook,4,1,0
JAX,TEN,C.Davis,16,3,1
JAX,TEN,A.Humphries,0,1,1
JAX,TEN,A.Humphries,2,1,0
JAX,TEN,De.Walker,1,2,1
JAX,TEN,De.Walker,5,3,1
JAX,TEN,D.Jennings,6,3,0
JAX,TEN,De.Walker,5,2,1
JAX,TEN,A.Humphries,10,1,1
JAX,TEN,D.Jennings,37,1,0
JAX,TEN,A.Humphries,22,2,1
CIN,BUF,L.Smith,10,1,0
CIN,BUF,C.Beasley,-2,1,1
BUF,CIN,J.Ross,4,3,0
BUF,CIN,A.Tate,4,3,0
CIN,BUF,C.Beasley,7,1,1
CIN,BUF,T.Sweeney,15,3,0
CIN,BUF,J.Brown,27,3,1
CIN,BUF,I.McKenzie,-5,2,1
CIN,BUF,NA,-5,3,0
BUF,CIN,C.Uzomah,13,1,0
BUF,CIN,A.Tate,5,1,0
CIN,BUF,F.Gore,2,3,1
CIN,BUF,J.Brown,11,1,1
CIN,BUF,Z.Jones,15,2,1
CIN,BUF,C.Beasley,1,1,1
CIN,BUF,D.Knox,1,3,1
BUF,CIN,J.Ross,13,3,0
CIN,BUF,T.Yeldon,-3,1,1
CIN,BUF,D.Knox,9,1,1
CIN,BUF,T.Sweeney,2,2,1
CIN,BUF,T.Yeldon,3,2,0
BUF,CIN,J.Ross,4,1,1
CIN,BUF,C.Beasley,2,3,1
CIN,BUF,T.Sweeney,25,3,0
CIN,BUF,D.Knox,20,3,0
CIN,BUF,Z.Jones,5,3,1
BUF,CIN,T.Boyd,-5,1,1
BUF,CIN,A.Tate,-1,3,1
CIN,BUF,J.Brown,10,3,1
CIN,BUF,C.Beasley,6,1,1
CIN,BUF,J.Brown,6,1,0
BUF,CIN,T.Boyd,5,3,0
BUF,CIN,A.Tate,20,2,1
BUF,CIN,T.Boyd,15,3,0
BUF,CIN,J.Ross,23,3,0
CIN,BUF,C.Beasley,3,3,1
CIN,BUF,T.Yeldon,4,2,1
CIN,BUF,Z.Jones,40,3,0
BUF,CIN,A.Tate,21,3,1
BUF,CIN,T.Boyd,11,1,1
BUF,CIN,NA,-1,1,0
BUF,CIN,NA,14,3,0
CIN,BUF,NA,15,3,0
CIN,BUF,J.Brown,3,1,1
CIN,BUF,NA,6,3,0
BUF,CIN,T.Eifert,17,2,1
CIN,BUF,R.Foster,40,2,0
CIN,BUF,F.Gore,-5,1,1
CIN,BUF,C.Beasley,6,2,0
BUF,CIN,T.Boyd,14,2,1
BUF,CIN,J.Ross,14,1,1
BUF,CIN,A.Tate,4,1,1
BUF,CIN,T.Boyd,8,1,1
BUF,CIN,T.Boyd,0,3,1
BUF,CIN,J.Mixon,1,3,1
CIN,BUF,C.Beasley,4,3,1
BUF,CIN,J.Ross,14,1,0
BUF,CIN,T.Boyd,19,3,1
BUF,CIN,J.Mixon,-4,1,1
BUF,CIN,T.Boyd,5,3,0
CIN,BUF,C.Beasley,5,1,1
CIN,BUF,D.Knox,15,1,1
BUF,CIN,A.Tate,5,2,0
BUF,CIN,G.Bernard,0,1,1
BUF,CIN,A.Tate,5,2,1
BUF,CIN,A.Tate,4,2,1
BUF,CIN,T.Boyd,11,2,0
BUF,CIN,A.Erickson,6,3,1
BUF,CIN,G.Bernard,-1,3,1
BUF,CIN,NA,18,3,0
DET,PHI,M.Sanders,6,1,0
DET,PHI,N.Agholor,6,3,1
DET,PHI,M.Sanders,38,3,1
DET,PHI,N.Agholor,4,3,0
DET,PHI,M.Hollins,7,1,0
DET,PHI,Z.Ertz,18,1,1
DET,PHI,N.Agholor,0,1,1
PHI,DET,K.Golladay,5,3,1
PHI,DET,D.Amendola,-2,3,1
PHI,DET,M.Jones,19,3,1
PHI,DET,T.Johnson,4,1,0
PHI,DET,K.Golladay,9,3,1
PHI,DET,L.Thomas,14,3,1
DET,PHI,M.Sanders,12,3,0
DET,PHI,M.Hollins,8,3,1
DET,PHI,J.Arcega-Whiteside,5,3,1
DET,PHI,N.Agholor,7,1,0
PHI,DET,M.Jones,19,3,1
PHI,DET,T.Hockenson,1,3,0
PHI,DET,T.Johnson,-3,3,1
PHI,DET,K.Johnson,7,3,1
DET,PHI,Z.Ertz,12,2,1
PHI,DET,K.Golladay,7,1,0
PHI,DET,T.Hockenson,7,2,0
DET,PHI,Z.Ertz,7,2,1
DET,PHI,M.Hollins,12,2,1
DET,PHI,N.Agholor,5,3,1
PHI,DET,D.Amendola,-3,1,1
PHI,DET,M.Jones,5,3,1
DET,PHI,Z.Ertz,9,3,0
PHI,DET,M.Jones,13,3,0
PHI,DET,D.Amendola,29,2,0
DET,PHI,M.Hollins,14,3,1
DET,PHI,N.Agholor,0,2,1
DET,PHI,D.Sproles,4,3,0
DET,PHI,M.Hollins,26,1,0
PHI,DET,J.James,13,1,1
PHI,DET,M.Jones,24,3,0
PHI,DET,K.Golladay,27,1,0
DET,PHI,J.Howard,5,1,0
DET,PHI,M.Hollins,15,2,1
DET,PHI,Z.Ertz,5,3,1
DET,PHI,N.Agholor,2,1,1
PHI,DET,M.Jones,19,3,1
PHI,DET,N.Bawden,0,1,1
PHI,DET,D.Amendola,4,1,1
PHI,DET,T.Hockenson,0,1,0
PHI,DET,M.Jones,12,1,1
DET,PHI,Z.Ertz,12,2,0
PHI,DET,K.Golladay,8,3,0
DET,PHI,M.Sanders,28,3,1
DET,PHI,D.Goedert,26,1,0
DET,PHI,N.Agholor,2,1,0
DET,PHI,N.Agholor,0,3,1
PHI,DET,T.Hockenson,0,1,1
PHI,DET,M.Jones,18,3,1
PHI,DET,K.Golladay,7,1,0
PHI,DET,D.Amendola,15,3,1
PHI,DET,M.Jones,1,2,0
DET,PHI,N.Agholor,2,3,1
DET,PHI,N.Agholor,31,1,0
PHI,DET,K.Golladay,26,3,0
DET,PHI,Z.Ertz,4,1,0
DET,PHI,M.Hollins,15,2,0
DET,PHI,N.Agholor,5,3,1
DET,PHI,J.Arcega-Whiteside,53,2,0
NE,NYJ,J.Crowder,14,3,1
NE,NYJ,B.Berrios,19,3,0
NYJ,NE,B.Bolden,3,1,1
NYJ,NE,B.Bolden,6,1,1
NYJ,NE,NA,2,3,0
NYJ,NE,J.Edelman,7,1,1
NYJ,NE,R.Izzo,7,1,1
NYJ,NE,R.Burkhead,4,2,1
NYJ,NE,P.Dorsett,3,1,1
NYJ,NE,J.Edelman,0,3,1
NYJ,NE,J.Gordon,7,3,1
NYJ,NE,P.Dorsett,14,3,1
NE,NYJ,B.Berrios,5,1,1
NE,NYJ,Ro.Anderson,-4,3,1
NYJ,NE,J.Edelman,13,3,0
NYJ,NE,J.Edelman,14,2,1
NYJ,NE,J.Edelman,6,1,1
NYJ,NE,J.Meyers,2,3,1
NYJ,NE,R.Burkhead,0,1,1
NYJ,NE,J.Gordon,3,1,0
NYJ,NE,J.Edelman,3,1,1
NE,NYJ,Ro.Anderson,21,3,0
NYJ,NE,R.Burkhead,-6,1,1
NYJ,NE,J.Edelman,19,2,0
NYJ,NE,J.Edelman,9,1,0
NYJ,NE,J.Gordon,7,1,0
NE,NYJ,R.Griffin,2,3,1
NE,NYJ,J.Crowder,10,3,1
NYJ,NE,J.Edelman,14,2,1
NYJ,NE,P.Dorsett,-1,2,1
NYJ,NE,R.Burkhead,13,1,0
NE,NYJ,L.Bell,-1,3,1
NE,NYJ,T.Montgomery,3,2,0
NE,NYJ,Ro.Anderson,7,3,1
NYJ,NE,J.Gordon,8,3,0
NYJ,NE,R.Burkhead,5,1,1
NYJ,NE,J.Edelman,-1,3,1
NYJ,NE,J.Meyers,16,3,0
NYJ,NE,R.Burkhead,2,3,1
NYJ,NE,J.Gordon,8,1,0
NYJ,NE,P.Dorsett,10,1,0
NE,NYJ,NA,25,1,0
NYJ,NE,J.Gordon,-3,1,1
NYJ,NE,P.Dorsett,0,1,1
NE,NYJ,J.Crowder,20,3,0
NE,NYJ,B.Berrios,5,2,0
NYJ,NE,J.Meyers,16,3,1
NYJ,NE,P.Dorsett,6,1,1
NYJ,NE,J.Gordon,1,3,1
NYJ,NE,NA,-8,3,0
NYJ,NE,J.Gordon,28,1,1
NYJ,NE,S.Michel,-3,3,0
NE,NYJ,J.Crowder,12,2,0
NE,NYJ,B.Berrios,4,3,1
NE,NYJ,B.Berrios,8,3,0
NYJ,NE,J.Gordon,22,2,1
NE,NYJ,L.Bell,-1,1,1
NE,NYJ,B.Berrios,-4,3,0
NYJ,NE,P.Dorsett,6,3,1
NYJ,NE,R.Burkhead,3,3,1
NYJ,NE,NA,9,3,0
NYJ,NE,J.Gordon,6,1,1
NYJ,NE,J.Gordon,25,1,0
NE,NYJ,L.Bell,2,2,1
NE,NYJ,Ro.Anderson,0,3,0
NE,NYJ,L.Bell,-6,3,1
NE,NYJ,Ro.Anderson,4,1,1
OAK,MIN,S.Diggs,4,3,1
OAK,MIN,I.Smith,12,2,1
OAK,MIN,A.Thielen,24,3,1
MIN,OAK,F.Moreau,-1,3,1
MIN,OAK,J.Nelson,5,1,0
OAK,MIN,C.Ham,9,1,0
OAK,MIN,A.Thielen,0,3,0
MIN,OAK,J.Nelson,2,3,1
OAK,MIN,NA,4,3,0
OAK,MIN,D.Cook,-3,1,1
OAK,MIN,S.Diggs,4,3,1
OAK,MIN,K.Rudolph,-3,1,1
MIN,OAK,J.Nelson,-5,3,1
MIN,OAK,NA,14,3,0
OAK,MIN,D.Cook,-3,1,1
MIN,OAK,D.Waller,-3,3,1
MIN,OAK,D.Waller,7,3,1
MIN,OAK,J.Richard,0,1,1
MIN,OAK,J.Nelson,23,1,1
OAK,MIN,A.Thielen,3,3,1
OAK,MIN,A.Thielen,23,3,0
OAK,MIN,A.Abdullah,-3,1,0
MIN,OAK,H.Renfrow,3,1,1
MIN,OAK,D.Waller,8,2,1
MIN,OAK,T.Williams,15,3,1
MIN,OAK,NA,13,1,0
MIN,OAK,D.Waller,3,3,1
MIN,OAK,D.Waller,19,1,0
OAK,MIN,D.Cook,-4,2,0
MIN,OAK,J.Richard,0,1,1
OAK,MIN,D.Cook,-4,3,1
OAK,MIN,A.Thielen,9,1,1
OAK,MIN,I.Smith,22,3,1
OAK,MIN,S.Diggs,5,3,1
MIN,OAK,D.Waller,0,1,1
MIN,OAK,J.Nelson,1,1,1
MIN,OAK,J.Jacobs,0,1,0
OAK,MIN,I.Smith,-2,3,1
OAK,MIN,C.Ham,0,3,1
OAK,MIN,D.Cook,3,2,1
MIN,OAK,D.Waller,1,3,1
MIN,OAK,J.Jacobs,-2,3,0
MIN,OAK,H.Renfrow,12,2,1
MIN,OAK,H.Renfrow,25,3,0
MIN,OAK,D.Waller,5,3,1
MIN,OAK,D.Waller,4,3,1
MIN,OAK,D.Waller,14,2,1
MIN,OAK,T.Williams,-4,3,1
MIN,OAK,H.Renfrow,10,2,1
MIN,OAK,J.Richard,4,2,1
MIN,OAK,D.Waller,1,1,1
MIN,OAK,D.Waller,18,3,1
MIN,OAK,D.Waller,4,2,1
MIN,OAK,D.Waller,6,1,1
MIN,OAK,T.Williams,9,1,1
BAL,KC,B.Bell,-1,1,1
BAL,KC,T.Kelce,17,2,1
BAL,KC,S.Watkins,6,3,1
BAL,KC,NA,27,1,0
BAL,KC,S.Watkins,5,1,1
KC,BAL,H.Hurst,3,3,1
KC,BAL,N.Boyle,8,3,1
KC,BAL,M.Brown,48,2,0
KC,BAL,M.Brown,26,3,0
KC,BAL,M.Andrews,4,2,1
KC,BAL,M.Andrews,16,3,0
KC,BAL,N.Boyle,16,3,0
BAL,KC,M.Hardman,37,3,0
BAL,KC,T.Kelce,18,3,1
BAL,KC,S.Watkins,-3,2,1
BAL,KC,T.Kelce,8,2,1
BAL,KC,D.Williams,0,1,1
BAL,KC,L.McCoy,-3,1,1
BAL,KC,NA,4,1,0
KC,BAL,M.Brown,31,3,0
KC,BAL,M.Andrews,4,2,1
KC,BAL,M.Ingram,-4,3,1
KC,BAL,M.Brown,2,3,0
BAL,KC,T.Kelce,-1,2,1
BAL,KC,M.Hardman,-3,1,1
BAL,KC,L.McCoy,3,1,1
BAL,KC,D.Robinson,18,1,1
KC,BAL,J.Hill,0,3,0
KC,BAL,N.Boyle,3,1,1
BAL,KC,M.Hardman,33,1,1
KC,BAL,H.Hurst,5,1,1
KC,BAL,M.Andrews,8,2,0
KC,BAL,W.Snead,4,1,1
KC,BAL,J.Hill,-3,3,0
KC,BAL,W.Snead,20,1,0
KC,BAL,H.Hurst,29,2,0
BAL,KC,D.Williams,-5,1,1
BAL,KC,M.Hardman,-1,3,0
BAL,KC,T.Kelce,5,1,1
BAL,KC,D.Robinson,18,3,1
BAL,KC,T.Kelce,38,3,0
BAL,KC,D.Williams,-1,1,1
BAL,KC,T.Kelce,15,1,1
BAL,KC,S.Watkins,7,3,1
KC,BAL,H.Hurst,19,3,0
KC,BAL,M.Brown,6,1,0
BAL,KC,S.Watkins,30,3,1
BAL,KC,D.Robinson,7,1,1
BAL,KC,D.Williams,0,3,1
BAL,KC,B.Pringle,7,3,1
BAL,KC,D.Robinson,10,3,0
BAL,KC,L.McCoy,-4,1,1
KC,BAL,N.Boyle,4,2,1
KC,BAL,N.Boyle,3,3,1
KC,BAL,M.Brown,13,3,1
KC,BAL,M.Brown,28,3,0
KC,BAL,G.Edwards,-5,1,1
KC,BAL,W.Snead,5,1,0
KC,BAL,J.Hill,7,1,0
KC,BAL,S.Roberts,24,3,1
BAL,KC,T.Kelce,11,2,1
BAL,KC,S.Watkins,11,3,0
BAL,KC,S.Watkins,4,2,0
BAL,KC,S.Watkins,-4,3,0
KC,BAL,M.Brown,31,3,1
KC,BAL,M.Brown,32,3,0
KC,BAL,M.Ingram,3,3,1
KC,BAL,W.Snead,23,1,1
KC,BAL,M.Andrews,16,3,0
KC,BAL,H.Hurst,16,2,0
BAL,KC,M.Hardman,16,1,0
KC,BAL,M.Ingram,1,1,1
KC,BAL,M.Andrews,4,3,1
KC,BAL,W.Snead,4,1,1
KC,BAL,M.Ingram,0,1,1
KC,BAL,G.Edwards,0,1,1
KC,BAL,M.Boykin,21,1,0
KC,BAL,S.Roberts,8,1,1
KC,BAL,M.Andrews,3,1,0
BAL,KC,D.Williams,-3,3,1
ATL,IND,M.Mack,3,1,1
ATL,IND,P.Campbell,6,3,1
ATL,IND,T.Hilton,-3,3,1
IND,ATL,A.Hooper,3,3,1
IND,ATL,L.Stocker,4,3,1
IND,ATL,J.Jones,34,1,0
ATL,IND,T.Hilton,5,3,1
ATL,IND,T.Hilton,23,1,1
ATL,IND,T.Hilton,4,1,1
ATL,IND,J.Doyle,5,2,1
ATL,IND,E.Ebron,5,1,1
ATL,IND,Z.Pascal,17,3,1
IND,ATL,J.Jones,11,2,1
IND,ATL,A.Hooper,15,2,1
IND,ATL,NA,25,2,0
ATL,IND,J.Doyle,4,2,1
ATL,IND,P.Campbell,4,1,1
ATL,IND,E.Ebron,22,1,1
ATL,IND,N.Hines,2,1,1
ATL,IND,T.Hilton,-1,1,1
ATL,IND,J.Doyle,6,2,1
ATL,IND,T.Hilton,2,1,1
ATL,IND,Z.Pascal,3,3,0
ATL,IND,NA,3,3,0
IND,ATL,M.Sanu,13,2,1
IND,ATL,M.Sanu,2,1,1
IND,ATL,J.Jones,8,2,1
IND,ATL,A.Hooper,16,1,0
IND,ATL,NA,5,1,0
ATL,IND,D.Cain,7,1,0
ATL,IND,T.Hilton,8,1,0
ATL,IND,D.Cain,6,3,1
ATL,IND,N.Hines,-3,3,1
ATL,IND,T.Hilton,11,3,1
ATL,IND,N.Hines,6,2,1
ATL,IND,T.Hilton,9,2,0
ATL,IND,N.Hines,2,1,0
ATL,IND,T.Hilton,4,3,1
IND,ATL,L.Stocker,3,3,1
IND,ATL,M.Sanu,15,3,1
IND,ATL,J.Hardy,5,1,1
IND,ATL,J.Jones,25,3,1
IND,ATL,A.Hooper,4,2,1
ATL,IND,P.Campbell,-4,1,1
IND,ATL,D.Freeman,-7,1,1
IND,ATL,D.Freeman,-2,1,1
IND,ATL,J.Jones,12,1,1
IND,ATL,J.Jones,19,2,1
IND,ATL,M.Sanu,8,1,1
IND,ATL,K.Barner,4,1,1
IND,ATL,C.Ridley,6,1,1
IND,ATL,L.Stocker,0,2,1
IND,ATL,A.Hooper,1,3,1
ATL,IND,M.Mack,-2,3,0
ATL,IND,M.Alie-Cox,4,1,1
ATL,IND,M.Mack,0,1,1
ATL,IND,E.Ebron,18,2,0
ATL,IND,D.Cain,15,1,0
ATL,IND,M.Alie-Cox,0,3,1
ATL,IND,Z.Pascal,15,1,1
IND,ATL,D.Freeman,5,3,1
IND,ATL,A.Hooper,5,3,1
IND,ATL,M.Sanu,9,2,1
IND,ATL,J.Jones,12,1,1
IND,ATL,D.Freeman,0,1,0
IND,ATL,A.Hooper,4,2,1
IND,ATL,M.Sanu,14,2,1
IND,ATL,J.Jones,4,1,1
IND,ATL,J.Jones,10,1,1
ATL,IND,E.Ebron,1,3,1
ATL,IND,J.Doyle,3,3,1
DEN,GB,M.Valdes-Scantling,6,1,1
DEN,GB,M.Lewis,6,3,1
DEN,GB,M.Valdes-Scantling,40,2,1
DEN,GB,D.Adams,10,1,1
DEN,GB,G.Allison,8,2,0
DEN,GB,R.Tonyan,5,3,0
DEN,GB,M.Valdes-Scantling,28,1,1
DEN,GB,R.Tonyan,43,1,0
DEN,GB,G.Allison,15,2,0
GB,DEN,A.Beck,-3,1,0
GB,DEN,C.Sutton,6,1,1
GB,DEN,E.Sanders,4,3,1
GB,DEN,P.Lindsay,2,2,1
GB,DEN,J.Heuerman,5,2,1
GB,DEN,C.Sutton,8,3,1
DEN,GB,D.Adams,22,3,1
DEN,GB,D.Adams,6,2,1
DEN,GB,M.Valdes-Scantling,6,3,0
GB,DEN,N.Fant,13,2,1
GB,DEN,E.Sanders,6,3,1
GB,DEN,P.Lindsay,5,2,1
GB,DEN,E.Sanders,7,1,0
DEN,GB,A.Jones,2,3,1
DEN,GB,M.Valdes-Scantling,4,1,0
GB,DEN,R.Freeman,-5,3,1
GB,DEN,N.Fant,2,3,1
DEN,GB,M.Valdes-Scantling,9,1,1
DEN,GB,D.Vitale,18,1,1
DEN,GB,M.Valdes-Scantling,1,1,0
GB,DEN,P.Lindsay,-1,1,1
GB,DEN,C.Sutton,23,1,0
GB,DEN,C.Sutton,5,3,1
GB,DEN,J.Heuerman,2,3,1
GB,DEN,C.Sutton,1,1,0
DEN,GB,M.Valdes-Scantling,8,3,0
DEN,GB,J.Graham,2,1,0
DEN,GB,J.Williams,-3,1,1
GB,DEN,C.Sutton,31,3,1
DEN,GB,M.Lewis,-1,1,0
DEN,GB,NA,3,2,0
DEN,GB,NA,6,1,0
GB,DEN,R.Freeman,0,1,1
DEN,GB,D.Adams,8,1,1
DEN,GB,R.Tonyan,1,3,1
DEN,GB,J.Williams,1,2,1
DEN,GB,M.Valdes-Scantling,-1,3,1
DEN,GB,G.Allison,-4,1,1
DEN,GB,M.Valdes-Scantling,9,3,1
GB,DEN,R.Freeman,-5,3,1
GB,DEN,R.Freeman,1,2,0
GB,DEN,P.Lindsay,-4,3,1
GB,DEN,N.Fant,5,1,1
GB,DEN,E.Sanders,12,3,0
GB,DEN,P.Lindsay,-3,3,0
GB,DEN,R.Freeman,2,2,1
GB,DEN,C.Sutton,3,1,1
DAL,MIA,A.Hurns,5,3,1
DAL,MIA,J.Grant,4,2,0
DAL,MIA,D.Parker,34,3,1
DAL,MIA,K.Drake,4,1,0
DAL,MIA,P.Williams,19,1,0
MIA,DAL,A.Cooper,23,2,1
MIA,DAL,A.Cooper,5,3,1
MIA,DAL,D.Smith,10,3,0
MIA,DAL,J.Witten,0,2,0
DAL,MIA,A.Hurns,24,3,0
DAL,MIA,P.Williams,10,1,0
MIA,DAL,A.Cooper,21,2,0
MIA,DAL,D.Smith,6,1,1
MIA,DAL,B.Jarwin,18,3,0
MIA,DAL,C.Wilson,33,1,0
MIA,DAL,J.Witten,23,3,1
MIA,DAL,A.Cooper,4,1,1
DAL,MIA,J.Grant,4,2,1
DAL,MIA,NA,9,1,1
DAL,MIA,P.Williams,24,3,1
DAL,MIA,P.Williams,6,1,0
DAL,MIA,P.Williams,9,2,1
MIA,DAL,T.Pollard,-4,3,1
MIA,DAL,NA,34,2,0
DAL,MIA,K.Drake,0,3,0
DAL,MIA,P.Williams,0,1,0
MIA,DAL,A.Cooper,2,3,1
MIA,DAL,D.Smith,5,2,0
MIA,DAL,B.Jarwin,2,1,1
